ID;Datum;Temperatur;Luftfeuchtigkeit;Arbeiter;Sensor1;Sensor2;Sensor3;Sensor4;Sensor5;Sensor6;Sensor7;Sensor8;Sensor9;Sensor10;Sensor11;Sensor12;Sensor13;Sensor14;Sensor15;Zeit seit letztem Ausfall (Stunden);Ausfall
1013;07.11.2020 13:00;63;87;Arbeiter2;1218;3;0;1292;1211;162;1533;1700;1603;1033;1281;1332;1741;161;994;59;Nein
1014;07.11.2020 14:00;64;86;Arbeiter2;176;0;1;1170;1660;362;1573;1050;1137;852;1957;1313;1221;2001;602;60;Nein
1015;07.11.2020 15:00;66;87;Arbeiter2;564;0;0;1991;1074;1710;930;964;947;1688;962;1342;1847;1417;930;61;Nein
1016;07.11.2020 16:00;60;79;Arbeiter8;1922;0;0;1370;1977;388;228;1991;1455;1567;782;1295;800;1607;984;62;Nein
1017;07.11.2020 17:00;67;78;Arbeiter8;308;2;0;1422;1390;339;1892;268;755;1023;1438;1490;169;1239;1617;63;Nein
1018;07.11.2020 18:00;68;82;Arbeiter8;985;2;1;1940;432;249;1327;1695;185;1220;992;1480;1775;1359;1347;64;Nein
1019;07.11.2020 19:00;68;89;Arbeiter8;1961;0;0;1449;1429;1311;1021;1982;1309;346;1055;1303;644;333;1538;65;Nein
1020;07.11.2020 20:00;65;84;Arbeiter8;1987;3;1;598;1910;1164;1261;1669;1881;687;492;225;773;1790;1957;66;Nein
1021;07.11.2020 21:00;66;79;Arbeiter8;872;2;2;189;1704;1553;1079;502;514;190;1528;1007;603;1706;1794;67;Nein
1022;07.11.2020 22:00;60;81;Arbeiter8;1388;0;2;1350;1804;1974;823;1616;1531;1963;163;1593;365;164;1441;68;Nein
1023;07.11.2020 23:00;64;84;Arbeiter8;1808;3;2;1990;966;894;357;1320;1004;327;362;764;1354;231;916;69;Nein
1024;08.11.2020 00:00;63;79;Arbeiter1;592;2;0;258;1355;2007;1075;1425;1015;1817;949;1767;1215;1559;1594;70;Nein
1025;08.11.2020 01:00;65;81;Arbeiter1;1310;2;2;356;898;1349;1373;1521;405;708;166;1740;505;1252;535;71;Nein
1026;08.11.2020 02:00;65;85;Arbeiter1;2009;2;1;363;1309;1917;1245;1239;683;1464;278;957;1991;201;324;72;Nein
1027;08.11.2020 03:00;66;82;Arbeiter1;890;0;0;358;1728;328;1961;902;867;888;1314;1971;1275;1566;749;73;Nein
1028;08.11.2020 04:00;65;82;Arbeiter1;1458;3;0;926;1244;1034;361;215;696;914;583;1855;824;456;1363;74;Nein
1029;08.11.2020 05:00;60;87;Arbeiter1;898;0;1;1812;228;593;1216;1878;1611;1858;1896;1197;361;2010;164;75;Nein
1030;08.11.2020 06:00;63;78;Arbeiter1;517;0;2;407;1542;1020;1239;1020;1510;512;543;649;1555;1164;308;76;Nein
1031;08.11.2020 07:00;66;81;Arbeiter1;1984;0;1;1185;708;783;164;179;1746;1867;480;763;1652;1730;1104;77;Nein
1032;08.11.2020 08:00;64;80;Arbeiter3;1907;1;0;1193;1835;201;692;1147;1638;494;1347;270;1440;1502;1079;78;Nein
1033;08.11.2020 09:00;60;89;Arbeiter3;1346;1;0;928;401;1533;1324;1835;181;662;1251;1003;1052;1540;615;79;Nein
1034;08.11.2020 10:00;61;88;Arbeiter3;1753;3;0;1041;1271;1329;1641;1156;1859;1555;686;1167;1023;230;737;80;Nein
1035;08.11.2020 11:00;68;83;Arbeiter3;413;0;2;293;324;211;799;920;430;1656;1056;1640;581;1163;784;81;Nein
1036;08.11.2020 12:00;61;88;Arbeiter3;1431;3;1;768;391;957;1516;852;1852;924;689;820;195;528;566;82;Nein
1037;08.11.2020 13:00;66;83;Arbeiter3;1502;0;2;570;842;968;1879;1446;173;1899;872;635;733;1672;788;83;Nein
1038;08.11.2020 14:00;68;82;Arbeiter3;768;3;2;342;482;1561;1913;541;1205;464;1718;946;654;1774;1243;84;Nein
1039;08.11.2020 15:00;68;88;Arbeiter3;764;0;2;1622;1174;1775;1127;1366;537;343;598;1089;1033;460;717;85;Nein
1040;08.11.2020 16:00;67;81;Arbeiter5;1300;3;2;729;1522;165;1133;1299;1179;947;1045;310;1443;1727;1046;86;Nein
1041;08.11.2020 17:00;67;83;Arbeiter5;1427;3;2;1078;512;443;769;919;1240;1945;1845;1645;377;1557;907;87;Nein
1042;08.11.2020 18:00;68;88;Arbeiter5;1804;2;2;1695;424;1676;1396;1894;657;1722;507;403;1987;342;332;88;Nein
1043;08.11.2020 19:00;68;82;Arbeiter5;1971;0;1;1024;634;1216;1853;233;732;1887;448;1061;1466;564;1186;89;Nein
1044;08.11.2020 20:00;68;85;Arbeiter5;1591;0;2;963;1488;291;1157;1667;1621;1148;936;1213;1359;991;867;90;Ja
1045;08.11.2020 21:00;78;77;Arbeiter5;881;3;1;333;1024;1317;1887;752;1185;1985;1562;1842;1447;1153;449;1;Ja
1046;08.11.2020 22:00;75;73;Arbeiter5;319;0;0;1861;656;716;904;1157;1100;309;637;537;717;445;1054;1;Ja
1047;08.11.2020 23:00;77;70;Arbeiter5;1753;3;2;1478;1072;1021;378;493;301;380;1193;1269;795;1153;706;1;Ja
1048;09.11.2020 00:00;72;70;Arbeiter2;1727;0;2;493;1470;586;633;1442;1273;1774;236;614;1884;432;1147;1;Ja
1049;09.11.2020 01:00;69;68;Arbeiter2;1009;2;0;1359;309;1267;891;1257;498;1540;769;424;1674;1942;528;1;Ja
1050;09.11.2020 02:00;71;75;Arbeiter2;1795;3;2;251;1613;1365;813;1341;949;1947;1284;1881;1154;1066;1231;1;Ja
